"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Lloc_de_naixement","Nombre"
2021,1,"Ciutat Vella",1,"el Raval","Dones","Barcelona ciutat",6026
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Barcelona ciutat",2185
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Barcelona ciutat",2868
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Barcelona ciutat",3297
2021,2,"Eixample",5,"el Fort Pienc","Dones","Barcelona ciutat",7586
2021,2,"Eixample",6,"la Sagrada Família","Dones","Barcelona ciutat",12509
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Barcelona ciutat",10795
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Barcelona ciutat",10279
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Barcelona ciutat",14304
2021,2,"Eixample",10,"Sant Antoni","Dones","Barcelona ciutat",9226
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Barcelona ciutat",7824
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Barcelona ciutat",426
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Barcelona ciutat",7921
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Barcelona ciutat",2309
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Barcelona ciutat",3614
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Barcelona ciutat",5132
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Barcelona ciutat",5734
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Barcelona ciutat",10726
2021,4,"Les Corts",19,"les Corts","Dones","Barcelona ciutat",13010
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Barcelona ciutat",6293
2021,4,"Les Corts",21,"Pedralbes","Dones","Barcelona ciutat",3255
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Barcelona ciutat",1442
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Barcelona ciutat",7961
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Barcelona ciutat",5523
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Barcelona ciutat",8458
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Barcelona ciutat",15297
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Barcelona ciutat",9251
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Barcelona ciutat",4593
2021,6,"Gràcia",29,"el Coll","Dones","Barcelona ciutat",1987
2021,6,"Gràcia",30,"la Salut","Dones","Barcelona ciutat",3918
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Barcelona ciutat",12986
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Barcelona ciutat",10056
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Barcelona ciutat",6914
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Barcelona ciutat",2512
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Barcelona ciutat",10182
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Barcelona ciutat",3075
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Barcelona ciutat",7470
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Barcelona ciutat",2777
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Barcelona ciutat",1702
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Barcelona ciutat",1391
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Barcelona ciutat",1591
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Barcelona ciutat",206
2021,7,"Horta-Guinardó",43,"Horta","Dones","Barcelona ciutat",7824
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Barcelona ciutat",6711
2021,8,"Nou Barris",45,"Porta","Dones","Barcelona ciutat",6092
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Barcelona ciutat",3487
2021,8,"Nou Barris",47,"Can Peguera","Dones","Barcelona ciutat",716
2021,8,"Nou Barris",48,"la Guineueta","Dones","Barcelona ciutat",4177
2021,8,"Nou Barris",49,"Canyelles","Dones","Barcelona ciutat",1931
2021,8,"Nou Barris",50,"les Roquetes","Dones","Barcelona ciutat",3621
2021,8,"Nou Barris",51,"Verdun","Dones","Barcelona ciutat",2781
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Barcelona ciutat",6142
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Barcelona ciutat",1883
2021,8,"Nou Barris",54,"Torre Baró","Dones","Barcelona ciutat",693
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Barcelona ciutat",1904
2021,8,"Nou Barris",56,"Vallbona","Dones","Barcelona ciutat",342
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Barcelona ciutat",2036
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Barcelona ciutat",755
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Barcelona ciutat",3453
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Barcelona ciutat",17673
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Barcelona ciutat",7455
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Barcelona ciutat",4136
2021,9,"Sant Andreu",63,"Navas","Dones","Barcelona ciutat",5973
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Barcelona ciutat",9777
2021,10,"Sant Martí",65,"el Clot","Dones","Barcelona ciutat",7060
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Barcelona ciutat",3663
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Barcelona ciutat",2360
2021,10,"Sant Martí",68,"el Poblenou","Dones","Barcelona ciutat",9581
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Barcelona ciutat",3504
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Barcelona ciutat",5041
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Barcelona ciutat",5806
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Barcelona ciutat",6839
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Barcelona ciutat",6920
2021,1,"Ciutat Vella",1,"el Raval","Dones","Resta Catalunya",963
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Resta Catalunya",440
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Resta Catalunya",298
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Resta Catalunya",608
2021,2,"Eixample",5,"el Fort Pienc","Dones","Resta Catalunya",1321
2021,2,"Eixample",6,"la Sagrada Família","Dones","Resta Catalunya",2132
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Resta Catalunya",2110
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Resta Catalunya",2017
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Resta Catalunya",2895
2021,2,"Eixample",10,"Sant Antoni","Dones","Resta Catalunya",1530
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Resta Catalunya",1083
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Resta Catalunya",37
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Resta Catalunya",917
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Resta Catalunya",384
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Resta Catalunya",633
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Resta Catalunya",819
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Resta Catalunya",1134
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Resta Catalunya",1989
2021,4,"Les Corts",19,"les Corts","Dones","Resta Catalunya",2696
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Resta Catalunya",1398
2021,4,"Les Corts",21,"Pedralbes","Dones","Resta Catalunya",650
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Resta Catalunya",209
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Resta Catalunya",1251
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Resta Catalunya",780
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Resta Catalunya",1242
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Resta Catalunya",2354
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Resta Catalunya",1513
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Resta Catalunya",708
2021,6,"Gràcia",29,"el Coll","Dones","Resta Catalunya",255
2021,6,"Gràcia",30,"la Salut","Dones","Resta Catalunya",638
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Resta Catalunya",2515
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Resta Catalunya",1784
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Resta Catalunya",1163
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Resta Catalunya",306
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Resta Catalunya",1350
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Resta Catalunya",340
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Resta Catalunya",595
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Resta Catalunya",257
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Resta Catalunya",211
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Resta Catalunya",193
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Resta Catalunya",222
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Resta Catalunya",16
2021,7,"Horta-Guinardó",43,"Horta","Dones","Resta Catalunya",865
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Resta Catalunya",864
2021,8,"Nou Barris",45,"Porta","Dones","Resta Catalunya",694
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Resta Catalunya",378
2021,8,"Nou Barris",47,"Can Peguera","Dones","Resta Catalunya",45
2021,8,"Nou Barris",48,"la Guineueta","Dones","Resta Catalunya",468
2021,8,"Nou Barris",49,"Canyelles","Dones","Resta Catalunya",174
2021,8,"Nou Barris",50,"les Roquetes","Dones","Resta Catalunya",300
2021,8,"Nou Barris",51,"Verdun","Dones","Resta Catalunya",264
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Resta Catalunya",638
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Resta Catalunya",178
2021,8,"Nou Barris",54,"Torre Baró","Dones","Resta Catalunya",89
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Resta Catalunya",222
2021,8,"Nou Barris",56,"Vallbona","Dones","Resta Catalunya",45
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Resta Catalunya",194
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Resta Catalunya",120
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Resta Catalunya",511
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Resta Catalunya",2334
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Resta Catalunya",1012
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Resta Catalunya",510
2021,9,"Sant Andreu",63,"Navas","Dones","Resta Catalunya",757
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Resta Catalunya",1534
2021,10,"Sant Martí",65,"el Clot","Dones","Resta Catalunya",938
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Resta Catalunya",574
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Resta Catalunya",465
2021,10,"Sant Martí",68,"el Poblenou","Dones","Resta Catalunya",1254
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Resta Catalunya",518
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Resta Catalunya",608
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Resta Catalunya",731
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Resta Catalunya",893
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Resta Catalunya",925
2021,1,"Ciutat Vella",1,"el Raval","Dones","Andalusia",507
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Andalusia",199
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Andalusia",359
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Andalusia",289
2021,2,"Eixample",5,"el Fort Pienc","Dones","Andalusia",494
2021,2,"Eixample",6,"la Sagrada Família","Dones","Andalusia",855
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Andalusia",496
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Andalusia",532
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Andalusia",829
2021,2,"Eixample",10,"Sant Antoni","Dones","Andalusia",585
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Andalusia",622
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Andalusia",25
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Andalusia",1023
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Andalusia",219
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Andalusia",256
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Andalusia",467
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Andalusia",609
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Andalusia",699
2021,4,"Les Corts",19,"les Corts","Dones","Andalusia",697
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Andalusia",566
2021,4,"Les Corts",21,"Pedralbes","Dones","Andalusia",133
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Andalusia",61
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Andalusia",200
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Andalusia",110
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Andalusia",240
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Andalusia",382
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Andalusia",287
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Andalusia",282
2021,6,"Gràcia",29,"el Coll","Dones","Andalusia",174
2021,6,"Gràcia",30,"la Salut","Dones","Andalusia",230
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Andalusia",681
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Andalusia",537
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Andalusia",540
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Andalusia",338
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Andalusia",743
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Andalusia",257
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Andalusia",1952
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Andalusia",556
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Andalusia",298
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Andalusia",146
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Andalusia",175
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Andalusia",18
2021,7,"Horta-Guinardó",43,"Horta","Dones","Andalusia",929
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Andalusia",746
2021,8,"Nou Barris",45,"Porta","Dones","Andalusia",978
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Andalusia",429
2021,8,"Nou Barris",47,"Can Peguera","Dones","Andalusia",85
2021,8,"Nou Barris",48,"la Guineueta","Dones","Andalusia",694
2021,8,"Nou Barris",49,"Canyelles","Dones","Andalusia",450
2021,8,"Nou Barris",50,"les Roquetes","Dones","Andalusia",902
2021,8,"Nou Barris",51,"Verdun","Dones","Andalusia",640
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Andalusia",1407
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Andalusia",274
2021,8,"Nou Barris",54,"Torre Baró","Dones","Andalusia",137
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Andalusia",461
2021,8,"Nou Barris",56,"Vallbona","Dones","Andalusia",59
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Andalusia",433
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Andalusia",85
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Andalusia",417
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Andalusia",1816
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Andalusia",802
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Andalusia",296
2021,9,"Sant Andreu",63,"Navas","Dones","Andalusia",496
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Andalusia",714
2021,10,"Sant Martí",65,"el Clot","Dones","Andalusia",607
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Andalusia",341
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Andalusia",104
2021,10,"Sant Martí",68,"el Poblenou","Dones","Andalusia",516
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Andalusia",283
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Andalusia",872
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Andalusia",565
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Andalusia",980
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Andalusia",1409
2021,1,"Ciutat Vella",1,"el Raval","Dones","Aragó",198
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Aragó",72
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Aragó",60
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Aragó",133
2021,2,"Eixample",5,"el Fort Pienc","Dones","Aragó",366
2021,2,"Eixample",6,"la Sagrada Família","Dones","Aragó",718
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Aragó",418
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Aragó",378
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Aragó",744
2021,2,"Eixample",10,"Sant Antoni","Dones","Aragó",407
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Aragó",287
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Aragó",2
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Aragó",257
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Aragó",146
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Aragó",177
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Aragó",199
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Aragó",287
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Aragó",416
2021,4,"Les Corts",19,"les Corts","Dones","Aragó",642
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Aragó",304
2021,4,"Les Corts",21,"Pedralbes","Dones","Aragó",111
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Aragó",22
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Aragó",173
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Aragó",116
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Aragó",218
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Aragó",406
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Aragó",246
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Aragó",191
2021,6,"Gràcia",29,"el Coll","Dones","Aragó",72
2021,6,"Gràcia",30,"la Salut","Dones","Aragó",121
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Aragó",455
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Aragó",475
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Aragó",383
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Aragó",88
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Aragó",433
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Aragó",104
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Aragó",251
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Aragó",110
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Aragó",94
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Aragó",80
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Aragó",95
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Aragó",1
2021,7,"Horta-Guinardó",43,"Horta","Dones","Aragó",283
2021,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dones","Aragó",366
2021,8,"Nou Barris",45,"Porta","Dones","Aragó",344
2021,8,"Nou Barris",46,"el Turó de la Peira","Dones","Aragó",197
2021,8,"Nou Barris",47,"Can Peguera","Dones","Aragó",20
2021,8,"Nou Barris",48,"la Guineueta","Dones","Aragó",195
2021,8,"Nou Barris",49,"Canyelles","Dones","Aragó",60
2021,8,"Nou Barris",50,"les Roquetes","Dones","Aragó",84
2021,8,"Nou Barris",51,"Verdun","Dones","Aragó",111
2021,8,"Nou Barris",52,"la Prosperitat","Dones","Aragó",264
2021,8,"Nou Barris",53,"la Trinitat Nova","Dones","Aragó",41
2021,8,"Nou Barris",54,"Torre Baró","Dones","Aragó",6
2021,8,"Nou Barris",55,"Ciutat Meridiana","Dones","Aragó",53
2021,8,"Nou Barris",56,"Vallbona","Dones","Aragó",5
2021,9,"Sant Andreu",57,"la Trinitat Vella","Dones","Aragó",32
2021,9,"Sant Andreu",58,"Baró de Viver","Dones","Aragó",9
2021,9,"Sant Andreu",59,"el Bon Pastor","Dones","Aragó",68
2021,9,"Sant Andreu",60,"Sant Andreu","Dones","Aragó",516
2021,9,"Sant Andreu",61,"la Sagrera","Dones","Aragó",374
2021,9,"Sant Andreu",62,"el Congrés i els Indians","Dones","Aragó",169
2021,9,"Sant Andreu",63,"Navas","Dones","Aragó",280
2021,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dones","Aragó",486
2021,10,"Sant Martí",65,"el Clot","Dones","Aragó",310
2021,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dones","Aragó",185
2021,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dones","Aragó",96
2021,10,"Sant Martí",68,"el Poblenou","Dones","Aragó",228
2021,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dones","Aragó",116
2021,10,"Sant Martí",70,"el Besòs i el Maresme","Dones","Aragó",125
2021,10,"Sant Martí",71,"Provençals del Poblenou","Dones","Aragó",184
2021,10,"Sant Martí",72,"Sant Martí de Provençals","Dones","Aragó",298
2021,10,"Sant Martí",73,"la Verneda i la Pau","Dones","Aragó",342
2021,1,"Ciutat Vella",1,"el Raval","Dones","Principat d'Astúries",55
2021,1,"Ciutat Vella",2,"el Barri Gòtic","Dones","Principat d'Astúries",29
2021,1,"Ciutat Vella",3,"la Barceloneta","Dones","Principat d'Astúries",20
2021,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dones","Principat d'Astúries",39
2021,2,"Eixample",5,"el Fort Pienc","Dones","Principat d'Astúries",47
2021,2,"Eixample",6,"la Sagrada Família","Dones","Principat d'Astúries",100
2021,2,"Eixample",7,"la Dreta de l'Eixample","Dones","Principat d'Astúries",68
2021,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dones","Principat d'Astúries",88
2021,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dones","Principat d'Astúries",112
2021,2,"Eixample",10,"Sant Antoni","Dones","Principat d'Astúries",64
2021,3,"Sants-Montjuïc",11,"el Poble Sec","Dones","Principat d'Astúries",62
2021,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dones","Principat d'Astúries",2
2021,3,"Sants-Montjuïc",13,"la Marina de Port","Dones","Principat d'Astúries",48
2021,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dones","Principat d'Astúries",20
2021,3,"Sants-Montjuïc",15,"Hostafrancs","Dones","Principat d'Astúries",29
2021,3,"Sants-Montjuïc",16,"la Bordeta","Dones","Principat d'Astúries",32
2021,3,"Sants-Montjuïc",17,"Sants - Badal","Dones","Principat d'Astúries",34
2021,3,"Sants-Montjuïc",18,"Sants","Dones","Principat d'Astúries",61
2021,4,"Les Corts",19,"les Corts","Dones","Principat d'Astúries",95
2021,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dones","Principat d'Astúries",39
2021,4,"Les Corts",21,"Pedralbes","Dones","Principat d'Astúries",19
2021,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dones","Principat d'Astúries",1
2021,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dones","Principat d'Astúries",44
2021,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dones","Principat d'Astúries",31
2021,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dones","Principat d'Astúries",30
2021,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dones","Principat d'Astúries",83
2021,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dones","Principat d'Astúries",52
2021,6,"Gràcia",28,"Vallcarca i els Penitents","Dones","Principat d'Astúries",28
2021,6,"Gràcia",29,"el Coll","Dones","Principat d'Astúries",15
2021,6,"Gràcia",30,"la Salut","Dones","Principat d'Astúries",22
2021,6,"Gràcia",31,"la Vila de Gràcia","Dones","Principat d'Astúries",96
2021,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dones","Principat d'Astúries",50
2021,7,"Horta-Guinardó",33,"el Baix Guinardó","Dones","Principat d'Astúries",35
2021,7,"Horta-Guinardó",34,"Can Baró","Dones","Principat d'Astúries",13
2021,7,"Horta-Guinardó",35,"el Guinardó","Dones","Principat d'Astúries",58
2021,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dones","Principat d'Astúries",7
2021,7,"Horta-Guinardó",37,"el Carmel","Dones","Principat d'Astúries",33
2021,7,"Horta-Guinardó",38,"la Teixonera","Dones","Principat d'Astúries",16
2021,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dones","Principat d'Astúries",15
2021,7,"Horta-Guinardó",40,"Montbau","Dones","Principat d'Astúries",5
2021,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dones","Principat d'Astúries",14
2021,7,"Horta-Guinardó",42,"la Clota","Dones","Principat d'Astúries",1
2021,7,"Horta-Guinardó",43,"Horta","Dones","Principat d'Astúries",30
